Date,Close
2017-06-23,104.36
2017-06-26,105.57
2017-06-27,105.41
2017-06-28,106.86
2017-06-29,105.71
2017-06-30,106.25
2017-07-03,107.46
2017-07-05,105.63
2017-07-06,103.35
2017-07-07,103.32
2017-07-10,103.59
2017-07-11,103.84
2017-07-12,104.38
2017-07-13,104.29
2017-07-14,105.09
2017-07-17,104.79
2017-07-18,105.75
2017-07-19,106.82
2017-07-20,107.36
2017-07-21,107.09
2017-07-24,107
2017-07-25,106.42
2017-07-26,106.94
2017-07-27,110
2017-07-28,109.96
2017-07-31,109.93
2017-08-01,110.61
2017-08-02,108.67
2017-08-03,109.12
2017-08-04,107.69
2017-08-07,106.35
2017-08-08,106.98
2017-08-09,102.83
2017-08-10,101.35
2017-08-11,101.99
2017-08-14,101.4
2017-08-15,101.51
2017-08-16,102.2
2017-08-17,101.38
2017-08-18,100.7
2017-08-21,101.17
2017-08-22,102.77
2017-08-23,101.5
2017-08-24,101.52
2017-08-25,102.41
2017-08-28,102.56
2017-08-29,102.57
2017-08-30,102.87
2017-08-31,101.2
2017-09-01,101.5
2017-09-05,101.6
2017-09-06,101.5
2017-09-07,97.06
2017-09-08,97.07
2017-09-11,97.09
2017-09-12,97.89
2017-09-13,98.82
2017-09-14,97.9
2017-09-15,98.52
2017-09-18,98.1
2017-09-19,98.43
2017-09-20,99.21
2017-09-21,98.89
2017-09-22,98.6
2017-09-25,99.57
2017-09-26,98.63
2017-09-27,99.24
2017-09-28,98.05
2017-09-29,98.57
2017-10-02,99.86
2017-10-03,100.79
2017-10-04,100.55
2017-10-05,100.11
2017-10-06,100.07
2017-10-09,99.57
2017-10-10,99.58
2017-10-11,98.55
2017-10-12,96.93
2017-10-13,97.38
2017-10-16,98.13
2017-10-17,98.36
2017-10-18,98.25
2017-10-19,99.01
2017-10-20,99.4
2017-10-23,98.7
2017-10-24,98.29
2017-10-25,97.8
2017-10-26,98.56
2017-10-27,98.31
2017-10-30,98.04
2017-10-31,97.81
2017-11-01,99.03
2017-11-02,98.35
2017-11-03,98.64
2017-11-06,100.64
2017-11-07,101.61
2017-11-08,101.18
2017-11-09,102.68
2017-11-10,104.78
2017-11-13,104.74
2017-11-14,103.17
2017-11-15,103.69
2017-11-16,103.6
2017-11-17,103.44
2017-11-20,102.75
2017-11-21,103
2017-11-22,102.74
2017-11-24,102.64
2017-11-27,102.79
2017-11-28,103.41
2017-11-29,105.24
2017-11-30,104.82
2017-12-01,105.25
2017-12-04,110.22
2017-12-05,107.22
2017-12-06,105.46
2017-12-07,105.26
2017-12-08,104.23
2017-12-11,106.83
2017-12-12,107.43
2017-12-13,107.61
2017-12-14,110.57
2017-12-15,111.27
2017-12-18,111.03
2017-12-19,111.81
2017-12-20,109.69
2017-12-21,109.57
2017-12-22,108.67
2017-12-26,108.12
2017-12-27,107.64
2017-12-28,107.77
2017-12-29,107.51
2018-01-02,111.8
2018-01-03,112.28
2018-01-04,112.23
2018-01-05,111.62
2018-01-08,110.02
2018-01-09,109.94
2018-01-10,109.47
2018-01-11,110.99
2018-01-12,112.47
2018-01-16,110.69
2018-01-17,111.97
2018-01-18,110.42
2018-01-19,110.59
2018-01-22,111.1
2018-01-23,110.41
2018-01-24,110.5
2018-01-25,110.55
2018-01-26,112.19
2018-01-29,111.54
2018-01-30,110.11
2018-01-31,108.67
2018-02-01,110.49
2018-02-02,108.7
2018-02-05,104.7
2018-02-06,106.17
2018-02-07,104.76
2018-02-08,101.35
2018-02-09,103.09
2018-02-12,103.39
2018-02-13,104.12
2018-02-14,104.6
2018-02-15,105.18
2018-02-16,106.53
2018-02-20,105.98
2018-02-21,105.05
2018-02-22,105.24
2018-02-23,107.25
2018-02-26,109.81
2018-02-27,104.87
2018-02-28,103.16
2018-03-01,102.57
2018-03-02,102.99
2018-03-05,103.41
2018-03-06,104.94
2018-03-07,103.59
2018-03-08,104.03
2018-03-09,104.73
2018-03-12,105.17
2018-03-13,103.73
2018-03-14,103.9
2018-03-15,103.24
2018-03-16,102.87
2018-03-19,101.48
2018-03-20,101.35
2018-03-21,101.82
2018-03-22,100.6
2018-03-23,98.54
2018-03-26,100.65
2018-03-27,99.36
2018-03-28,98.54
2018-03-29,100.44
2018-04-02,98.66
2018-04-03,99.42
2018-04-04,100.95
2018-04-05,102.11
2018-04-06,100.35
2018-04-09,99.7
2018-04-10,101.37
2018-04-11,100.8
2018-04-12,100.39
2018-04-13,100.35
2018-04-16,100.24
2018-04-17,102.17
2018-04-18,101.21
2018-04-19,100.89
2018-04-20,100.24
2018-04-23,100.15
2018-04-24,99.46
2018-04-25,101.15
2018-04-26,99.84
2018-04-27,99.23
2018-04-30,100.33
2018-05-01,100.06
2018-05-02,99.62
2018-05-03,98.76
2018-05-04,101.15
2018-05-07,102.48
2018-05-08,101.79
2018-05-09,99.97
2018-05-10,101.68
2018-05-11,102.07
2018-05-14,102.44
2018-05-15,102.92
2018-05-16,105.04
2018-05-17,104.34
2018-05-18,103.93
2018-05-21,104.06
2018-05-22,104.07
2018-05-23,102.89
2018-05-24,102.11
2018-05-25,102.2
2018-05-29,99.69
2018-05-30,99.98
2018-05-31,99.47
2018-06-01,99.36
2018-06-04,100.24
2018-06-05,99.94
2018-06-06,101.91
2018-06-07,102.47
2018-06-08,103.98
2018-06-11,104.35
2018-06-12,104.33
2018-06-13,106.31
2018-06-14,108.75
2018-06-15,108.85
2018-06-18,107.06
2018-06-19,106.1
2018-06-20,107.15
2018-06-21,105.89
2018-06-22,106.34
2018-06-25,104.45
2018-06-26,104.26
2018-06-27,103.96
2018-06-28,104.77
2018-06-29,104.81
2018-07-02,105.33
2018-07-03,104.04
2018-07-05,105.34
2018-07-06,104.78
2018-07-09,106.02
2018-07-10,106.03
2018-07-11,108.04
2018-07-12,108.25
2018-07-13,110
2018-07-16,110.2
2018-07-17,110.3
2018-07-18,110.69
2018-07-19,112.13
2018-07-20,111.48
2018-07-23,111.09
2018-07-24,110.7
2018-07-25,111.18
2018-07-26,113.51
2018-07-27,112.62
2018-07-30,112.63
2018-07-31,113.56
2018-08-01,112.97
2018-08-02,112.75
2018-08-03,114.09
2018-08-06,115.94
2018-08-07,116.56
2018-08-08,113.98
2018-08-09,114.16
2018-08-10,112.68
2018-08-13,112.12
2018-08-14,112.75
2018-08-15,112.85
2018-08-16,112.48
2018-08-17,112.48
2018-08-20,111.99
2018-08-21,112.39
2018-08-22,111.94
2018-08-23,112
2018-08-24,111.93
2018-08-27,112.33
2018-08-28,112.58
2018-08-29,112.45
2018-08-30,111.92
2018-08-31,112.02
2018-09-04,110.85
2018-09-05,109.87
2018-09-06,110.26
2018-09-07,110.97
2018-09-10,110.68
2018-09-11,109.6
2018-09-12,109.46
2018-09-13,110.67
2018-09-14,109.26
2018-09-17,109.36
2018-09-18,109.53
2018-09-19,109.79
2018-09-20,111.62
2018-09-21,110.4
2018-09-24,112.77
2018-09-25,113.63
2018-09-26,115.21
2018-09-27,116.04
2018-09-28,116.94
2018-10-01,116.24
2018-10-02,117.66
2018-10-03,116.91
2018-10-04,116.13
2018-10-05,114.78
2018-10-08,116.02
2018-10-09,116.89
2018-10-10,112.86
2018-10-11,111.15
2018-10-12,112.61
2018-10-15,113.44
2018-10-16,116.19
2018-10-17,117.13
2018-10-18,116.18
2018-10-19,118.9
2018-10-22,118.27
2018-10-23,117.85
2018-10-24,111.61
2018-10-25,114.16
2018-10-26,113.19
2018-10-29,113.04
2018-10-30,114.76
2018-10-31,114.83
2018-11-01,116.1
2018-11-02,115.18
2018-11-05,115.45
2018-11-06,116.71
2018-11-07,117.05
2018-11-08,116
2018-11-09,118
2018-11-12,116.7
2018-11-13,116.85
2018-11-14,117.12
2018-11-15,117.11
2018-11-16,116.19
2018-11-19,115.42
2018-11-20,111.87
2018-11-21,113.03
2018-11-23,112.08
2018-11-26,112.55
2018-11-27,113.9
2018-11-28,116.1
2018-11-29,116.61
2018-11-30,115.49
2018-12-03,115.74
2018-12-04,112.87
2018-12-06,114.33
2018-12-07,111.98
2018-12-10,111.86
2018-12-11,111.97
2018-12-12,112.21
2018-12-13,113.39
2018-12-14,112.2
2018-12-17,110.62
2018-12-18,109.45
2018-12-19,109.22
2018-12-20,107
2018-12-21,104.22
2018-12-24,100.35
2018-12-26,105.83
2018-12-27,106.52
2018-12-28,107.3
2018-12-31,109.65
2019-01-02,108.97
2019-01-03,106.33
2019-01-04,109.61
2019-01-07,110.56
2019-01-08,111.42
2019-01-09,112.67
2019-01-10,112.8
2019-01-11,112.65
2019-01-14,112.42
2019-01-15,111.76
2019-01-16,110.91
2019-01-17,111.01
2019-01-18,111.04
2019-01-22,110.6
2019-01-23,111.12
2019-01-24,110.55
2019-01-25,111.09
2019-01-28,110.81
2019-01-29,110.9
2019-01-30,110.13
2019-01-31,111.52
2019-02-01,111.3
2019-02-04,111.8
2019-02-05,112.66
2019-02-06,111.41
2019-02-07,110.95
2019-02-08,111.51
2019-02-11,109.44
2019-02-12,109.2
2019-02-13,110.2
2019-02-14,110.66
2019-02-15,112.59
2019-02-19,113.51
2019-02-20,113.68
2019-02-21,114.29
2019-02-22,115.25
2019-02-25,113.59
2019-02-26,113.5
2019-02-27,112.78
2019-02-28,112.84
2019-03-01,114.01
2019-03-04,114.33
2019-03-05,114
2019-03-06,114.85
2019-03-07,114.01
2019-03-08,113.81
2019-03-11,114.75
2019-03-12,114.73
2019-03-13,114.09
2019-03-14,114.48
2019-03-15,114.96
2019-03-18,113.12
2019-03-19,110
2019-03-20,109.99
2019-03-21,108.66
2019-03-22,108.23
2019-03-25,107.79
2019-03-26,110.14
2019-03-27,110.28
2019-03-28,110.71
2019-03-29,111.03
2019-04-01,112.51
2019-04-02,111.96
2019-04-03,112.52
2019-04-04,114.75
2019-04-05,115
2019-04-08,114.96
2019-04-09,116.86
2019-04-10,117.16
2019-04-11,116.6
2019-04-12,130.06
2019-04-15,132.04
2019-04-16,129.9
2019-04-17,131.75
2019-04-18,132.45
2019-04-22,131.68
2019-04-23,133.36
2019-04-24,135.1
2019-04-25,137.24
2019-04-26,139.92
2019-04-29,139.3
2019-04-30,136.97
2019-05-01,136.38
2019-05-02,134.14
2019-05-03,134.33
2019-05-06,135
2019-05-07,133.44
2019-05-08,134.99
2019-05-09,133.59
2019-05-10,134.04
2019-05-13,131.34
2019-05-14,133.2
2019-05-15,134.68
2019-05-16,135.5
2019-05-17,135.04
2019-05-20,133.91
2019-05-21,134.09
2019-05-22,133.85
2019-05-23,132.73
2019-05-24,132.79
2019-05-28,132.62
2019-05-29,131.57
2019-05-30,132.2
2019-05-31,132.04
2019-06-03,132.47
2019-06-04,134.82
2019-06-05,135.94
2019-06-06,137.21
2019-06-07,138.04
2019-06-10,137.07
2019-06-11,135.08
2019-06-12,135.72
2019-06-13,141.74
2019-06-14,141.65
2019-06-17,140.97
2019-06-18,139.24
2019-06-19,140.92
2019-06-20,142.02
2019-06-21,140.23
2019-06-24,139.22
2019-06-25,139.94
2019-06-26,140.4
2019-06-27,139.3
2019-06-28,139.64
2019-07-01,141.65
2019-07-02,142.53
2019-07-03,142.98
2019-07-05,142.45
2019-07-08,141.02
2019-07-09,141.61
2019-07-10,143.54
2019-07-11,143.56
2019-07-12,144.88
2019-07-15,145.06
2019-07-16,144.3
2019-07-17,142.57
2019-07-18,141.63
2019-07-19,139.85
2019-07-22,140.84
2019-07-23,141.26
2019-07-24,141.29
2019-07-25,143.21
2019-07-26,144.65
2019-07-29,146.39
2019-07-30,144.93
2019-07-31,143.01
2019-08-01,141.85
2019-08-02,141.71
2019-08-05,138.3
2019-08-06,141.87
2019-08-07,134.86
2019-08-08,137.89
2019-08-09,138.52
2019-08-12,135.75
2019-08-13,137.01
2019-08-14,132.85
2019-08-15,133.41
2019-08-16,135.2
2019-08-19,135.29
2019-08-20,135.13
2019-08-21,135.76
2019-08-22,136.08
2019-08-23,131.67
2019-08-26,134.61
2019-08-27,134.49
2019-08-28,136.55
2019-08-29,137.84
2019-08-30,137.26
2019-09-03,136.31
2019-09-04,137.89
2019-09-05,138.84
2019-09-06,139.55
2019-09-09,138.83
2019-09-10,135.79
2019-09-11,136.19
2019-09-12,137.5
2019-09-13,138.02
2019-09-16,135.8
2019-09-17,136.31
2019-09-18,136.8
2019-09-19,133.3
2019-09-20,132.27
2019-09-23,132.46
2019-09-24,131.97
2019-09-25,133.09
2019-09-26,131.27
2019-09-27,129.96
2019-09-30,130.32
2019-10-01,129.55
2019-10-02,129.14
2019-10-03,128.15
2019-10-04,130.27
2019-10-07,130.9
2019-10-08,128.47
2019-10-09,129.33
2019-10-10,129.34
2019-10-11,130.02
2019-10-14,129.7
2019-10-15,129.76
2019-10-16,130.86
2019-10-17,132.37
2019-10-18,130.89
2019-10-21,130.26
2019-10-22,132.4
2019-10-23,131.13
2019-10-24,130.26
2019-10-25,130.9
2019-10-28,130.53
2019-10-29,129.48
2019-10-30,129.6
2019-10-31,129.92
2019-11-01,132.75
2019-11-04,132.92
2019-11-05,131.45
2019-11-06,131.27
2019-11-07,132.96
2019-11-08,137.96
2019-11-11,136.74
2019-11-12,138.58
2019-11-13,148.72
2019-11-14,147.15
2019-11-15,144.67
2019-11-18,147.65
2019-11-19,148.38
2019-11-20,146.93
2019-11-21,146.9
2019-11-22,148.29
2019-11-25,149.69
2019-11-26,151.64
2019-11-27,151.48
2019-11-29,151.58
2019-12-02,150.62
2019-12-03,148.58
2019-12-04,148.28
2019-12-05,147.44
2019-12-06,147.66
2019-12-09,146.21
2019-12-10,146.1
2019-12-11,147.59
2019-12-12,147.76
2019-12-13,146.38
2019-12-16,148.46
2019-12-17,147.73
2019-12-18,146.26
2019-12-19,146.15
2019-12-20,146.88
2019-12-23,144.68
2019-12-24,145.29
2019-12-26,145.7
2019-12-27,145.75
2019-12-30,143.77
2019-12-31,144.63
2020-01-02,148.2
2020-01-03,146.5
2020-01-06,145.65
2020-01-07,145.7
2020-01-08,145.4
2020-01-09,144.83
2020-01-10,144.62
2020-01-13,143.88
2020-01-14,145.2
2020-01-15,144.32
2020-01-16,145.12
2020-01-17,144.33
2020-01-21,143.56
2020-01-22,144.01
2020-01-23,142.2
2020-01-24,140.08
2020-01-27,135.9
2020-01-28,138.37
2020-01-29,136.06
2020-01-30,137.81
2020-01-31,138.31
2020-02-03,141.32
2020-02-04,144.73
2020-02-05,141.37
2020-02-06,142.7
2020-02-07,141.02
2020-02-10,142.59
2020-02-11,141.01
2020-02-12,141.85
2020-02-13,140.9
2020-02-14,139.54
2020-02-18,139.14
2020-02-19,141.3
2020-02-20,140.37
2020-02-21,138.97
2020-02-24,133.01
2020-02-25,128.19
2020-02-26,123.36
2020-02-27,118.04
2020-02-28,117.65
2020-03-02,119.98
2020-03-03,116.45
2020-03-04,119.18
2020-03-05,113.98
2020-03-06,115.27
2020-03-09,104.35
2020-03-10,111.46
2020-03-11,105.51
2020-03-12,91.81
2020-03-13,102.52
2020-03-16,95.01
2020-03-17,93.53
2020-03-18,88.8
2020-03-19,94.93
2020-03-20,85.98
2020-03-23,85.76
2020-03-24,98.12
